ID,number of incoming elements,duration of download (in ms),duration for reloading nodes (in ms),number of reloaded nodes,number of published elements for subject [all],number of published elements for subject [routing],duration for Filtering for subject [routing] (in ms),number of published elements for subject [search],duration for Filtering for subject [search] (in ms)
2022-03-11T10:49:02+01:00,,,,,37079,13170,66,1296,81
2022-03-11T10:49:03+01:00,,,,,37430,10673,60,1306,78
2022-03-11T10:49:03+01:00,,,,,38919,13517,105,1295,113
2022-03-11T10:49:03+01:00,,,,,37325,17637,96,688,28
2022-03-11T10:49:03+01:00,,,,,39800,10772,65,872,51
2022-03-11T10:49:03+01:00,,,,,37303,12850,76,707,27
2022-03-11T10:49:04+01:00,,,,,37174,12073,93,1495,71
2022-03-11T10:49:04+01:00,,,,,38592,9925,60,1827,134
2022-03-11T10:49:04+01:00,,,,,39456,10381,61,2329,170
2022-03-11T10:49:04+01:00,,,,,35473,11848,65,1225,67
2022-03-11T10:49:04+01:00,,,,,32973,10892,61,1064,52
2022-03-11T10:49:04+01:00,,,,,34702,14624,71,869,37
2022-03-11T10:49:05+01:00,,,,,36622,13393,96,1284,93
2022-03-11T10:49:05+01:00,,,,,34939,15115,91,810,43
2022-03-11T10:49:05+01:00,,,,,34300,15651,83,1165,64
2022-03-11T10:49:05+01:00,,,,,32247,11930,66,1129,57
2022-03-11T10:49:05+01:00,,,,,34530,11128,55,1123,54
2022-03-11T10:49:05+01:00,,,,,36331,13940,70,718,41
2022-03-11T10:49:06+01:00,,,,,36364,12164,65,550,19
2022-03-11T10:49:06+01:00,,,,,32804,6365,37,1366,78
2022-03-11T10:49:06+01:00,,,,,33263,8314,51,2587,221
2022-03-11T10:49:06+01:00,,,,,33937,14503,69,1525,83
2022-03-11T10:49:06+01:00,,,,,38288,13876,71,686,32
2022-03-11T10:49:06+01:00,,,,,32481,15676,74,547,16
2022-03-11T10:49:07+01:00,,,,,36408,18086,87,386,12
2022-03-11T10:49:07+01:00,,,,,35397,12089,88,650,26
2022-03-11T10:49:07+01:00,,,,,34762,16237,115,536,27
2022-03-11T10:49:07+01:00,,,,,39433,11028,63,971,72
2022-03-11T10:49:07+01:00,,,,,36611,11637,66,332,10
2022-03-11T10:49:07+01:00,,,,,13590,3152,16,119,2
2022-03-11T10:49:07+01:00,,,,,5000,0,1,0,0
2022-03-11T10:49:07+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:07+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:07+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:07+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:07+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:07+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:07+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:07+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,1,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,1,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,1,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,2,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,1,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,0,1,0,0
2022-03-11T10:49:08+01:00,,,,,2932,0,0,0,0
2022-03-11T10:49:08+01:00,,,,,5000,5000,194,0,0
2022-03-11T10:49:08+01:00,,,,,5000,5000,203,0,0
2022-03-11T10:49:09+01:00,,,,,2317,2317,216,0,0
2022-03-11T11:14:35+01:00,,,,,49035,36992,197,190,22
2022-03-11T11:14:35+01:00,,,,,41798,33407,171,145,13
2022-03-11T11:14:35+01:00,,,,,43397,32624,168,177,11
2022-03-11T11:14:35+01:00,,,,,45798,23963,128,1188,88
2022-03-11T11:14:36+01:00,,,,,47206,25755,126,779,29
2022-03-11T11:14:36+01:00,,,,,42622,18619,107,1431,170
2022-03-11T11:14:36+01:00,,,,,43701,9898,60,2950,390
2022-03-11T11:14:37+01:00,,,,,50262,10001,48,2796,411
2022-03-11T11:14:37+01:00,,,,,46379,5808,29,1682,206
2022-03-11T11:14:37+01:00,,,,,44767,8953,45,3168,594
2022-03-11T11:14:38+01:00,,,,,46042,8321,43,3787,745
2022-03-11T11:14:39+01:00,,,,,47071,4978,25,3995,833
2022-03-11T11:14:40+01:00,,,,,43268,4092,21,4198,877
2022-03-11T11:14:41+01:00,,,,,40860,5540,30,5404,1231
2022-03-11T11:14:42+01:00,,,,,46542,1741,10,6303,1019
2022-03-11T11:14:43+01:00,,,,,36401,668,4,6154,1250
2022-03-11T11:14:45+01:00,,,,,38597,265,3,7646,1944
2022-03-11T11:14:47+01:00,,,,,39986,632,4,6571,1802
2022-03-11T11:14:48+01:00,,,,,41685,2885,18,4539,887
2022-03-11T11:14:49+01:00,,,,,36646,3328,18,4441,801
2022-03-11T11:14:49+01:00,,,,,38394,4685,24,3573,613
2022-03-11T11:14:50+01:00,,,,,62573,4483,23,4071,830
2022-03-11T11:14:51+01:00,,,,,43187,6709,50,3214,438
2022-03-11T11:14:51+01:00,,,,,40147,4117,24,3179,498
2022-03-11T11:14:52+01:00,,,,,37049,2452,13,5507,1056
2022-03-11T11:14:53+01:00,,,,,36308,7758,39,3254,430
2022-03-11T11:14:53+01:00,,,,,35207,7040,38,3649,594
2022-03-11T11:14:54+01:00,,,,,38722,3753,29,4936,765
2022-03-11T11:14:55+01:00,,,,,33076,1663,10,6892,1296
2022-03-11T11:14:56+01:00,,,,,33560,4614,25,5576,1016
2022-03-11T11:14:57+01:00,,,,,35671,3070,17,4207,602
2022-03-11T11:14:57+01:00,,,,,40203,5750,31,2311,243
2022-03-11T11:14:58+01:00,,,,,35625,6342,54,2702,329
2022-03-11T11:14:58+01:00,,,,,35168,9726,53,1260,65
2022-03-11T11:14:58+01:00,,,,,35321,3366,18,790,36
2022-03-11T11:14:58+01:00,,,,,35312,5262,29,1438,77
2022-03-11T11:14:58+01:00,,,,,36875,3853,27,2354,281
2022-03-11T11:14:59+01:00,,,,,36983,3899,21,2227,257
2022-03-11T11:14:59+01:00,,,,,37490,3766,23,1650,136
2022-03-11T11:14:59+01:00,,,,,39227,7988,62,1425,130
2022-03-11T11:14:59+01:00,,,,,39801,10275,59,1267,91
2022-03-11T11:14:59+01:00,,,,,36054,11034,74,1772,180
2022-03-11T11:14:59+01:00,,,,,36569,16506,83,1678,115
2022-03-11T11:15:00+01:00,,,,,34544,8356,52,1770,150
2022-03-11T11:15:00+01:00,,,,,37359,10560,66,716,29
2022-03-11T11:15:00+01:00,,,,,24394,6574,48,771,40
2022-03-11T11:15:00+01:00,,,,,5000,0,1,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,5000,0,0,0,0
2022-03-11T11:15:00+01:00,,,,,1819,0,0,0,0
2022-03-11T11:15:01+01:00,,,,,4174,4174,435,0,0
2022-03-11T11:21:10+01:00,,,,,49035,36992,173,190,18
2022-03-11T11:21:10+01:00,,,,,41798,33407,187,145,14
2022-03-11T11:21:10+01:00,,,,,43397,32624,159,177,10
2022-03-11T11:21:11+01:00,,,,,45798,23963,128,1188,93
2022-03-11T11:21:11+01:00,,,,,47206,25755,119,779,27
2022-03-11T11:21:11+01:00,,,,,42622,18619,101,1431,195
2022-03-11T11:21:11+01:00,,,,,43701,9898,51,2950,426
2022-03-11T11:21:12+01:00,,,,,50262,10001,53,2796,429
2022-03-11T11:21:12+01:00,,,,,46379,5808,31,1682,195
2022-03-11T11:21:13+01:00,,,,,44767,8953,45,3168,577
2022-03-11T11:21:13+01:00,,,,,46042,8321,45,3787,750
2022-03-11T11:21:14+01:00,,,,,47071,4978,38,3995,827
2022-03-11T11:21:15+01:00,,,,,43268,4092,21,4198,891
2022-03-11T11:21:16+01:00,,,,,40860,5540,39,5404,1274
2022-03-11T11:21:17+01:00,,,,,46542,1741,10,6303,1022
2022-03-11T11:21:19+01:00,,,,,36401,668,5,6154,1253
2022-03-11T11:21:21+01:00,,,,,38597,265,3,7646,1910
2022-03-11T11:21:22+01:00,,,,,39986,632,5,6571,1746
2022-03-11T11:21:23+01:00,,,,,41685,2885,16,4539,839
2022-03-11T11:21:24+01:00,,,,,36646,3328,17,4441,814
2022-03-11T11:21:25+01:00,,,,,38394,4685,25,3573,646
2022-03-11T11:21:26+01:00,,,,,62573,4483,24,4071,855
2022-03-11T11:21:26+01:00,,,,,43187,6709,35,3214,423
2022-03-11T11:21:26+01:00,,,,,40147,4117,31,3179,531
2022-03-11T11:21:28+01:00,,,,,37049,2452,13,5507,1081
2022-03-11T11:21:28+01:00,,,,,36308,7758,37,3254,440
2022-03-11T11:21:29+01:00,,,,,35207,7040,41,3649,586
2022-03-11T11:21:29+01:00,,,,,38722,3753,20,4936,745
2022-03-11T11:21:31+01:00,,,,,33076,1663,10,6892,1292
2022-03-11T11:21:32+01:00,,,,,33560,4614,25,5576,1014
2022-03-11T11:21:32+01:00,,,,,35671,3070,25,4207,614
2022-03-11T11:21:32+01:00,,,,,40203,5750,30,2311,242
2022-03-11T11:21:33+01:00,,,,,35625,6342,35,2702,331
2022-03-11T11:21:33+01:00,,,,,35168,9726,52,1260,60
2022-03-11T11:21:33+01:00,,,,,35321,3366,25,790,38
2022-03-11T11:21:33+01:00,,,,,35312,5262,37,1438,83
2022-03-11T11:21:34+01:00,,,,,36875,3853,35,2354,278
2022-03-11T11:21:34+01:00,,,,,36983,3899,25,2227,250
2022-03-11T11:21:34+01:00,,,,,37490,3766,28,1650,136
2022-03-11T11:21:34+01:00,,,,,39227,7988,48,1425,134
2022-03-11T11:21:34+01:00,,,,,39801,10275,50,1267,98
2022-03-11T11:21:35+01:00,,,,,36054,11034,64,1772,152
2022-03-11T11:21:35+01:00,,,,,36569,16506,84,1678,109
2022-03-11T11:21:35+01:00,,,,,34544,8356,44,1770,131
2022-03-11T11:21:35+01:00,,,,,37359,10560,51,716,34
2022-03-11T11:21:35+01:00,,,,,24394,6574,32,771,32
2022-03-11T11:21:35+01:00,,,,,5000,0,1,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,1,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,5000,0,0,0,0
2022-03-11T11:21:35+01:00,,,,,1819,0,0,0,0
2022-03-11T11:21:36+01:00,,,,,4174,4174,403,0,0
2022-03-11T11:29:18+01:00,0,267,641,0,0,0,2,0,0
2022-03-11T11:39:38+01:00,,,,,49035,36992,202,190,18
2022-03-11T11:39:39+01:00,,,,,41798,33407,174,145,15
2022-03-11T11:39:39+01:00,,,,,43397,32624,206,177,14
2022-03-11T11:39:39+01:00,,,,,45798,23963,198,1188,137
2022-03-11T11:39:39+01:00,,,,,47206,25755,139,779,36
2022-03-11T11:39:40+01:00,,,,,42622,18619,125,1431,214
2022-03-11T11:39:40+01:00,,,,,43701,9898,78,2950,494
2022-03-11T11:39:41+01:00,,,,,50262,10001,62,2796,467
2022-03-11T11:39:41+01:00,,,,,46379,5808,51,1682,241
2022-03-11T11:39:42+01:00,,,,,44767,8953,66,3168,675
2022-03-11T11:39:42+01:00,,,,,46042,8321,46,3787,745
2022-03-11T11:39:43+01:00,,,,,47071,4978,33,3995,843
2022-03-11T11:39:44+01:00,,,,,43268,4092,24,4198,886
2022-03-11T11:39:45+01:00,,,,,40860,5540,28,5404,1253
2022-03-11T11:39:46+01:00,,,,,46542,1741,18,6303,1017
2022-03-11T11:39:48+01:00,,,,,36401,668,5,6154,1245
2022-03-11T11:39:50+01:00,,,,,38597,265,3,7646,2135
2022-03-11T11:39:52+01:00,,,,,39986,632,5,6571,1904
2022-03-11T11:39:53+01:00,,,,,41685,2885,15,4539,959
2022-03-11T11:39:53+01:00,,,,,36646,3328,19,4441,887
2022-03-11T11:39:54+01:00,,,,,38394,4685,26,3573,695
2022-03-11T11:39:55+01:00,,,,,62573,4483,26,4071,978
2022-03-11T11:39:56+01:00,,,,,43187,6709,35,3214,530
2022-03-11T11:39:56+01:00,,,,,40147,4117,28,3179,626
2022-03-11T11:39:57+01:00,,,,,37049,2452,14,5507,1197
2022-03-11T11:39:58+01:00,,,,,36308,7758,45,3254,558
2022-03-11T11:39:59+01:00,,,,,35207,7040,39,3649,692
2022-03-11T11:40:00+01:00,,,,,38722,3753,22,4936,815
2022-03-11T11:40:01+01:00,,,,,33076,1663,11,6892,1480
2022-03-11T11:40:02+01:00,,,,,33560,4614,32,5576,1157
2022-03-11T11:40:03+01:00,,,,,35671,3070,26,4207,664
2022-03-11T11:40:03+01:00,,,,,40203,5750,33,2311,255
2022-03-11T11:40:03+01:00,,,,,35625,6342,43,2702,380
2022-03-11T11:40:04+01:00,,,,,35168,9726,56,1260,83
2022-03-11T11:40:04+01:00,,,,,35321,3366,28,790,56
2022-03-11T11:40:04+01:00,,,,,35312,5262,31,1438,93
2022-03-11T11:40:04+01:00,,,,,36875,3853,36,2354,336
2022-03-11T11:40:05+01:00,,,,,36983,3899,35,2227,266
2022-03-11T11:40:05+01:00,,,,,37490,3766,28,1650,188
2022-03-11T11:40:05+01:00,,,,,39227,7988,61,1425,142
2022-03-11T11:40:05+01:00,,,,,39801,10275,98,1267,147
2022-03-11T11:40:06+01:00,,,,,36054,11034,75,1772,194
2022-03-11T11:40:06+01:00,,,,,36569,16506,109,1678,148
2022-03-11T11:40:06+01:00,,,,,34544,8356,62,1770,166
2022-03-11T11:40:06+01:00,,,,,37359,10560,80,716,43
2022-03-11T11:40:06+01:00,,,,,24394,6574,50,771,50
2022-03-11T11:40:06+01:00,,,,,5000,0,1,0,1
2022-03-11T11:40:06+01:00,,,,,5000,0,0,0,0
2022-03-11T11:40:06+01:00,,,,,5000,0,0,0,0
2022-03-11T11:40:06+01:00,,,,,5000,0,0,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,0,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,0,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,1,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,1,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,1,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,1,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,1,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,1,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,1,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,0,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,0,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,0,0,0
2022-03-11T11:40:07+01:00,,,,,5000,0,0,0,0
2022-03-11T11:40:07+01:00,,,,,1819,0,0,0,0
2022-03-11T11:40:07+01:00,,,,,4174,4174,438,0,0
2022-03-11T11:45:32+01:00,,,,,75682,41334,238,86,12
2022-03-11T11:45:32+01:00,,,,,52283,31282,178,406,47
2022-03-11T11:45:32+01:00,,,,,53902,26072,180,1169,198
2022-03-11T11:45:33+01:00,,,,,48830,26665,262,1019,147
2022-03-11T11:45:33+01:00,,,,,55098,30043,223,923,105
2022-03-11T11:45:34+01:00,,,,,46371,19601,143,2123,424
2022-03-11T11:45:34+01:00,,,,,47927,15262,97,3515,768
2022-03-11T11:45:35+01:00,,,,,49914,16540,108,3029,948
2022-03-11T11:45:37+01:00,,,,,48439,10628,85,4950,1864
2022-03-11T11:45:39+01:00,,,,,49255,9416,91,5542,1828
2022-03-11T11:45:41+01:00,,,,,45182,8592,58,6729,2378
2022-03-11T11:45:44+01:00,,,,,42105,4546,27,7591,2905
2022-03-11T11:45:48+01:00,,,,,44502,2596,15,8395,3838
2022-03-11T11:45:51+01:00,,,,,45988,5894,41,6863,2624
2022-03-11T11:45:54+01:00,,,,,45673,5340,32,7622,3316
2022-03-11T11:45:56+01:00,,,,,38207,4153,24,7094,1840
2022-03-11T11:45:58+01:00,,,,,41307,3143,31,7723,2023
2022-03-11T11:46:02+01:00,,,,,46259,1970,14,8410,3671
2022-03-11T11:46:04+01:00,,,,,42684,2311,18,7891,2638
2022-03-11T11:46:07+01:00,,,,,45161,3035,19,7457,2982
2022-03-11T11:46:09+01:00,,,,,41439,3608,20,6604,2128
2022-03-11T11:46:12+01:00,,,,,42499,2320,19,7781,2934
2022-03-11T11:46:14+01:00,,,,,40518,3372,28,7149,2135
2022-03-11T11:46:17+01:00,,,,,41886,2754,17,7318,2563
2022-03-11T11:46:19+01:00,,,,,40107,3825,22,7210,1986
2022-03-11T11:46:21+01:00,,,,,39889,2408,15,7381,2376
2022-03-11T11:46:23+01:00,,,,,47151,4267,25,5982,1887
2022-03-11T11:46:26+01:00,,,,,41043,2172,13,7946,2634
2022-03-11T11:46:27+01:00,,,,,46401,2514,16,5719,1301
2022-03-11T11:46:30+01:00,,,,,44917,2288,15,6890,2769
2022-03-11T11:46:32+01:00,,,,,51442,5554,37,6063,2269
2022-03-11T11:46:34+01:00,,,,,47960,9197,47,4685,1247
2022-03-11T11:46:35+01:00,,,,,49799,5670,32,4280,1025
2022-03-11T11:46:35+01:00,,,,,42151,5531,29,3982,823
2022-03-11T11:46:36+01:00,,,,,47527,6358,37,3112,526
2022-03-11T11:46:38+01:00,,,,,48387,4687,39,6067,1990
2022-03-11T11:46:39+01:00,,,,,44338,4587,25,4706,1037
2022-03-11T11:46:40+01:00,,,,,42547,6610,38,4475,904
2022-03-11T11:46:41+01:00,,,,,39575,6043,43,5197,1343
2022-03-11T11:46:42+01:00,,,,,40657,4643,26,5434,1328
2022-03-11T11:46:44+01:00,,,,,43060,8513,49,4258,1109
2022-03-11T11:46:45+01:00,,,,,42335,6438,35,5905,1860
2022-03-11T11:46:47+01:00,,,,,43541,6634,36,5890,1982
2022-03-11T11:46:49+01:00,,,,,42846,10435,57,4389,1091
2022-03-11T11:46:49+01:00,,,,,41095,11081,67,3449,543
2022-03-11T11:46:50+01:00,,,,,51376,17297,120,3401,622
2022-03-11T11:46:50+01:00,,,,,58724,23526,160,2189,342
2022-03-11T11:46:51+01:00,,,,,48293,8708,63,3953,761
2022-03-11T11:46:52+01:00,,,,,50593,9656,85,3178,680
2022-03-11T11:46:56+01:00,,,,,56498,2303,15,6088,4390
2022-03-11T11:46:57+01:00,,,,,45494,8157,46,4303,1203
2022-03-11T11:46:59+01:00,,,,,46046,5886,33,4887,1803
2022-03-11T11:46:59+01:00,,,,,39595,9857,63,3012,473
2022-03-11T11:47:01+01:00,,,,,39898,4465,37,5281,1261
2022-03-11T11:47:02+01:00,,,,,40069,3436,22,4994,1517
2022-03-11T11:47:04+01:00,,,,,42406,4182,23,4896,1839
2022-03-11T11:47:05+01:00,,,,,44471,10648,51,3252,667
2022-03-11T11:47:06+01:00,,,,,44043,6542,41,4520,1448
2022-03-11T11:47:09+01:00,,,,,39526,2895,18,6628,2393
2022-03-11T11:47:10+01:00,,,,,45150,7027,39,5016,1564
2022-03-11T11:47:12+01:00,,,,,42797,3814,23,6401,2358
2022-03-11T11:47:15+01:00,,,,,43871,4252,25,5438,2340
2022-03-11T11:47:18+01:00,,,,,40925,1723,11,7857,2770
2022-03-11T11:47:20+01:00,,,,,38950,3694,20,7224,2378
2022-03-11T11:47:22+01:00,,,,,36255,4182,23,6942,1939
2022-03-11T11:47:24+01:00,,,,,37421,4458,25,6721,2120
2022-03-11T11:47:26+01:00,,,,,37702,3437,19,6276,1674
2022-03-11T11:47:28+01:00,,,,,40220,3025,17,6725,2161
2022-03-11T11:47:29+01:00,,,,,40267,3984,25,5564,1378
2022-03-11T11:47:31+01:00,,,,,40817,4865,28,5190,1419
2022-03-11T11:47:32+01:00,,,,,42986,3979,21,4784,1146
2022-03-11T11:47:33+01:00,,,,,37920,6986,36,4330,926
2022-03-11T11:47:34+01:00,,,,,36921,7030,41,5258,1129
2022-03-11T11:47:36+01:00,,,,,36968,2644,20,7089,2039
2022-03-11T11:47:37+01:00,,,,,35381,3673,22,5598,1236
2022-03-11T11:47:38+01:00,,,,,36954,5067,26,4887,1045
2022-03-11T11:47:40+01:00,,,,,37480,4996,40,5969,1534
2022-03-11T11:47:41+01:00,,,,,38175,6356,41,5006,1103
2022-03-11T11:47:42+01:00,,,,,34744,4679,29,6364,1575
2022-03-11T11:47:44+01:00,,,,,36118,4711,26,6031,1433
2022-03-11T11:47:44+01:00,,,,,39695,9105,49,3621,550
2022-03-11T11:47:45+01:00,,,,,40351,6554,47,3809,687
2022-03-11T11:47:45+01:00,,,,,38934,8334,43,3206,416
2022-03-11T11:47:46+01:00,,,,,42555,5093,41,4222,613
2022-03-11T11:47:47+01:00,,,,,39702,5686,60,4809,881
2022-03-11T11:47:48+01:00,,,,,36043,5575,42,4124,708
2022-03-11T11:47:48+01:00,,,,,34511,10230,72,2201,206
2022-03-11T11:47:48+01:00,,,,,36598,11406,69,1711,122
2022-03-11T11:47:48+01:00,,,,,38742,10520,64,2054,176
2022-03-11T11:47:49+01:00,,,,,41125,12034,94,2086,248
2022-03-11T11:47:49+01:00,,,,,39064,10103,52,1538,70
2022-03-11T11:47:49+01:00,,,,,37079,13170,104,1296,99
2022-03-11T11:47:49+01:00,,,,,37430,10673,74,1306,74
2022-03-11T11:47:49+01:00,,,,,38919,13517,104,1295,117
2022-03-11T11:47:50+01:00,,,,,37325,17637,113,688,29
2022-03-11T11:47:50+01:00,,,,,39800,10772,57,872,40
2022-03-11T11:47:50+01:00,,,,,37303,12850,92,707,25
2022-03-11T11:47:50+01:00,,,,,37174,12073,81,1495,55
2022-03-11T11:47:50+01:00,,,,,38592,9925,51,1827,125
2022-03-11T11:47:51+01:00,,,,,39456,10381,68,2329,182
2022-03-11T11:47:51+01:00,,,,,35473,11848,73,1225,55
2022-03-11T11:47:51+01:00,,,,,32973,10892,74,1064,70
2022-03-11T11:47:51+01:00,,,,,34702,14624,113,869,66
2022-03-11T11:47:51+01:00,,,,,36622,13393,94,1284,82
2022-03-11T11:47:52+01:00,,,,,34939,15115,91,810,43
2022-03-11T11:47:52+01:00,,,,,34300,15651,80,1165,56
2022-03-11T11:47:52+01:00,,,,,32247,11930,66,1129,64
2022-03-11T11:47:52+01:00,,,,,34530,11128,61,1123,55
2022-03-11T11:47:52+01:00,,,,,36331,13940,80,718,35
2022-03-11T11:47:53+01:00,,,,,36364,12164,88,550,33
2022-03-11T11:47:53+01:00,,,,,32804,6365,47,1366,87
2022-03-11T11:47:53+01:00,,,,,33263,8314,55,2587,217
2022-03-11T11:47:53+01:00,,,,,33937,14503,100,1525,88
2022-03-11T11:47:53+01:00,,,,,38288,13876,77,686,40
2022-03-11T11:47:53+01:00,,,,,32481,15676,92,547,17
2022-03-11T11:47:54+01:00,,,,,36408,18086,139,386,18
2022-03-11T11:47:54+01:00,,,,,35397,12089,87,650,30
2022-03-11T11:47:54+01:00,,,,,34762,16237,99,536,28
2022-03-11T11:47:54+01:00,,,,,39433,11028,68,971,69
2022-03-11T11:47:54+01:00,,,,,36611,11637,83,332,9
2022-03-11T11:47:55+01:00,,,,,13590,3152,18,119,2
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,1,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,1,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,1,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,1,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,1,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,1,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
2022-03-11T11:47:55+01:00,,,,,5000,0,0,0,0
