ID,number of incoming elements,duration of download (in ms),duration for reloading nodes (in ms),number of reloaded nodes,number of published elements for subject [all],number of published elements for subject [routing],duration for Filtering for subject [routing] (in ms),number of published elements for subject [search],duration for Filtering for subject [search] (in ms)
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,5000,0,0,0,0
2022-03-07T21:07:52+01:00,,,,,3415,0,0,0,0
2022-03-07T21:07:53+01:00,,,,,4174,4174,396,0,0
2022-03-07T21:13:54+01:00,,,,,44383,32958,120,190,14
2022-03-07T21:13:54+01:00,,,,,35610,28164,99,145,11
2022-03-07T21:13:55+01:00,,,,,34970,26433,100,173,8
2022-03-07T21:13:55+01:00,,,,,35942,17857,77,1180,64
2022-03-07T21:13:55+01:00,,,,,35724,19541,69,763,15
2022-03-07T21:13:55+01:00,,,,,31507,13124,55,1427,89
2022-03-07T21:13:55+01:00,,,,,33018,6940,29,2947,229
2022-03-07T21:13:55+01:00,,,,,39741,7045,30,2782,281
2022-03-07T21:13:56+01:00,,,,,36537,4098,28,1677,110
2022-03-07T21:13:56+01:00,,,,,32773,6116,28,3162,288
2022-03-07T21:13:56+01:00,,,,,33268,5674,24,3730,413
2022-03-07T21:13:57+01:00,,,,,34264,3338,15,3975,471
2022-03-07T21:13:57+01:00,,,,,34972,2709,12,4192,544
2022-03-07T21:13:58+01:00,,,,,31495,3792,23,5398,714
2022-03-07T21:13:59+01:00,,,,,39549,1148,6,6293,620
2022-03-07T21:13:59+01:00,,,,,30668,445,3,6154,785
2022-03-07T21:14:08+01:00,,,,,44383,32958,136,190,15
2022-03-07T21:14:08+01:00,,,,,35610,28164,129,145,10
2022-03-07T21:14:08+01:00,,,,,34970,26433,111,173,7
2022-03-07T21:14:08+01:00,,,,,35942,17857,75,1180,58
2022-03-07T21:14:08+01:00,,,,,35724,19541,73,763,14
2022-03-07T21:14:09+01:00,,,,,31507,13124,49,1427,101
2022-03-07T21:14:09+01:00,,,,,33018,6940,30,2947,237
2022-03-07T21:14:09+01:00,,,,,39741,7045,28,2782,249
2022-03-07T21:14:09+01:00,,,,,36537,4098,17,1677,124
2022-03-07T21:14:10+01:00,,,,,32773,6116,26,3162,283
2022-03-07T21:14:10+01:00,,,,,33268,5674,32,3730,412
2022-03-07T21:14:10+01:00,,,,,34264,3338,14,3975,455
2022-03-07T21:14:11+01:00,,,,,34972,2709,12,4192,548
2022-03-07T21:14:12+01:00,,,,,31495,3792,22,5398,741
2022-03-07T21:14:12+01:00,,,,,39549,1148,6,6293,618
2022-03-07T21:14:13+01:00,,,,,30668,445,3,6154,776
2022-03-07T21:14:14+01:00,,,,,33063,207,3,7646,1240
2022-03-07T21:14:15+01:00,,,,,34024,395,8,6569,1130
2022-03-07T21:14:16+01:00,,,,,33657,2043,9,4536,502
2022-03-07T21:14:16+01:00,,,,,27240,2181,11,4440,413
2022-03-07T21:14:17+01:00,,,,,28240,3244,15,3571,310
2022-03-07T21:14:17+01:00,,,,,50913,2790,24,4054,433
2022-03-07T21:14:17+01:00,,,,,32343,4354,23,3200,228
2022-03-07T21:14:18+01:00,,,,,30382,2751,12,3159,269
2022-03-07T21:14:18+01:00,,,,,28537,1586,8,5507,599
2022-03-07T21:14:18+01:00,,,,,27546,5043,27,3247,257
2022-03-07T21:14:19+01:00,,,,,26766,4459,21,3632,321
2022-03-07T21:14:19+01:00,,,,,28814,2533,12,4936,367
2022-03-07T21:14:20+01:00,,,,,24597,1043,6,6891,670
2022-03-07T21:14:20+01:00,,,,,22648,2814,18,5558,445
2022-03-07T21:14:21+01:00,,,,,26218,2129,14,4202,301
2022-03-07T21:14:21+01:00,,,,,28406,3755,20,2295,133
2022-03-07T21:14:21+01:00,,,,,24731,3868,18,2694,157
2022-03-07T21:14:21+01:00,,,,,22744,5625,25,1169,24
2022-03-07T21:14:21+01:00,,,,,26795,2067,10,786,25
2022-03-07T21:14:21+01:00,,,,,24592,3210,17,1418,37
2022-03-07T21:14:21+01:00,,,,,23614,2325,11,2340,117
2022-03-07T21:14:21+01:00,,,,,22684,2393,21,2211,105
2022-03-07T21:14:21+01:00,,,,,21173,2314,12,1627,59
2022-03-07T21:14:21+01:00,,,,,22957,4544,22,1415,47
2022-03-07T21:14:22+01:00,,,,,24150,6741,27,1243,44
2022-03-07T21:14:22+01:00,,,,,21945,7403,30,1770,70
2022-03-07T21:14:22+01:00,,,,,24937,11365,46,1674,48
2022-03-07T21:14:22+01:00,,,,,22605,5219,24,1757,56
2022-03-07T21:14:22+01:00,,,,,23304,7198,25,699,12
2022-03-07T21:14:22+01:00,,,,,15954,3787,15,755,18
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,2,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,4,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,2,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:22+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,2
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,4,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:23+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,1,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,2,0,1
2022-03-07T21:14:24+01:00,,,,,5000,0,2,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:24+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,2,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,5000,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,3415,0,0,0,0
2022-03-07T21:14:25+01:00,,,,,4174,4174,346,0,0
2022-03-07T21:17:27+01:00,,,,,5000,0,0,247,1
2022-03-07T21:17:27+01:00,,,,,5000,0,0,241,1
2022-03-07T21:17:27+01:00,,,,,5000,0,0,231,1
2022-03-07T21:17:27+01:00,,,,,5000,0,0,242,1
2022-03-07T21:17:27+01:00,,,,,5000,0,1,235,2
2022-03-07T21:17:28+01:00,,,,,5000,0,1,250,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,230,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,218,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,284,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,253,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,242,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,230,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,247,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,240,2
2022-03-07T21:17:28+01:00,,,,,5000,0,1,234,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,269,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,255,3
2022-03-07T21:17:28+01:00,,,,,5000,0,0,232,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,238,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,236,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,209,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,196,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,224,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,242,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,240,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,224,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,248,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,247,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,256,2
2022-03-07T21:17:28+01:00,,,,,5000,0,1,215,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,230,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,248,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,227,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,209,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,239,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,260,1
2022-03-07T21:17:28+01:00,,,,,5000,0,4,228,3
2022-03-07T21:17:28+01:00,,,,,5000,0,0,236,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,221,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,239,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,231,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,260,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,238,2
2022-03-07T21:17:28+01:00,,,,,5000,0,1,211,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,221,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,234,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,222,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,228,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,230,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,245,2
2022-03-07T21:17:28+01:00,,,,,5000,0,0,247,1
2022-03-07T21:17:28+01:00,,,,,5000,0,0,244,1
2022-03-07T21:17:28+01:00,,,,,5000,0,1,243,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,245,1
2022-03-07T21:17:29+01:00,,,,,5000,0,1,240,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,232,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,246,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,251,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,259,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,238,1
2022-03-07T21:17:29+01:00,,,,,5000,0,1,259,3
2022-03-07T21:17:29+01:00,,,,,5000,0,0,233,1
2022-03-07T21:17:29+01:00,,,,,5000,0,1,230,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,247,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,241,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,230,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,233,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,252,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,242,2
2022-03-07T21:17:29+01:00,,,,,5000,0,1,250,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,220,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,226,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,234,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,267,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,278,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,236,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,262,2
2022-03-07T21:17:29+01:00,,,,,5000,0,0,233,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,240,1
2022-03-07T21:17:29+01:00,,,,,5000,0,1,236,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,235,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,240,1
2022-03-07T21:17:29+01:00,,,,,5000,0,0,230,1
2022-03-07T21:17:29+01:00,,,,,5000,0,1,238,1
2022-03-07T21:17:29+01:00,,,,,5000,0,1,221,3
2022-03-07T21:17:29+01:00,,,,,5000,0,0,252,1
